customer_id,gender,age,province,income,employment_type, loan_amount ,loan_tenor_month, interest_rate , emi ,disbursement_date,status,dpd_days,npl_flag
CUST0093,Male,40,Đà Nẵng,27612454,Student," 15,000,000 ",12, 52.37 ," 1,632,235 ",2025-06-07,Active,0,0
CUST0094,Male,46,Cần Thơ,7210297,Office," 3,000,000 ",12, 37.64 ," 303,850 ",2025-07-10,Active,0,0
CUST0095,Male,42,Đồng Nai,12908269,Office," 15,000,000 ",6, 49.71 ," 2,874,716 ",2025-03-20,Active,0,0
CUST0096,Female,47,Bình Dương,4563314,Student," 10,000,000 ",9, 50.79 ," 1,359,216 ",2025-03-01,Closed,0,0
CUST0097,Male,41,Cần Thơ,10051381,Self-employed," 15,000,000 ",12, 40.52 ," 1,541,013 ",2025-02-18,Active,0,0
CUST0098,Male,30,Cần Thơ,25256883,Freelancer," 3,000,000 ",3, 30.37 ," 1,051,038 ",2025-02-25,Closed,0,0
CUST0099,Female,30,Đà Nẵng,25856642,Self-employed," 15,000,000 ",6, 56.28 ," 2,926,028 ",2025-03-29,Closed,0,0
CUST0100,Female,34,Hồ Chí Minh,23141565,Self-employed," 5,000,000 ",9, 53.23 ," 685,885 ",2025-03-19,Active,0,0
CUST0101,Male,47,Đồng Nai,17940883,Labor," 10,000,000 ",9, 37.27 ," 1,290,685 ",2025-07-13,Closed,0,0
CUST0102,Male,51,Đồng Nai,20993713,Student," 10,000,000 ",9, 56.29 ," 1,387,595 ",2025-04-10,Active,0,0
CUST0103,Female,60,Hải Phòng,18313126,Office," 15,000,000 ",9, 49.10 ," 2,025,830 ",2025-03-31,Active,0,0
CUST0104,Female,22,Hồ Chí Minh,19964845,Labor," 10,000,000 ",6, 45.65 ," 1,895,474 ",2025-06-30,Closed,0,0
CUST0105,Female,48,Đồng Nai,17521465,Student," 5,000,000 ",3, 40.98 ," 1,781,773 ",2025-02-18,Active,0,0
CUST0106,Female,59,Cần Thơ,20710022,Office," 15,000,000 ",9, 31.54 ," 1,893,264 ",2025-03-10,Active,0,0
CUST0107,Female,31,Cần Thơ,17544688,Student," 20,000,000 ",3, 57.50 ," 7,315,519 ",2025-07-28,Active,0,0
CUST0108,Female,60,Hồ Chí Minh,26665464,Freelancer," 15,000,000 ",3, 35.32 ," 5,297,178 ",2025-06-01,Active,0,0
CUST0109,Male,36,Hà Nội,4215224,Office," 3,000,000 ",9, 55.86 ," 415,610 ",2025-08-02,Active,0,0
CUST0110,Female,41,Hải Phòng,14501264,Student," 10,000,000 ",12, 52.31 ," 1,087,844 ",2025-05-26,Closed,0,0
CUST0111,Male,24,Hải Phòng,29875606,Student," 20,000,000 ",6, 59.57 ," 3,935,835 ",2025-02-19,Active,0,0
CUST0112,Male,53,Hà Nội,16635377,Self-employed," 5,000,000 ",12, 33.14 ," 495,190 ",2025-05-18,Closed,0,0
CUST0113,Male,35,Bình Dương,28067285,Student," 20,000,000 ",12, 45.28 ," 2,103,110 ",2025-02-11,Closed,0,0
CUST0114,Female,21,Hải Phòng,17080364,Office," 15,000,000 ",12, 38.77 ," 1,527,770 ",2025-02-25,Overdue,89,1
CUST0115,Male,40,Đà Nẵng,16983673,Office," 10,000,000 ",3, 51.21 ," 3,621,795 ",2025-07-16,Active,0,0
CUST0116,Male,59,Hồ Chí Minh,13598241,Office," 10,000,000 ",6, 52.67 ," 1,931,856 ",2025-06-14,Active,0,0
CUST0117,Male,29,Đà Nẵng,10924237,Office," 3,000,000 ",3, 31.88 ," 1,053,597 ",2025-03-09,Active,0,0
CUST0118,Male,58,Hồ Chí Minh,12560712,Office," 15,000,000 ",9, 32.51 ," 1,900,469 ",2025-07-04,Overdue,48,1
CUST0119,Male,53,Hồ Chí Minh,29922472,Student," 5,000,000 ",6, 52.02 ," 964,237 ",2025-06-22,Closed,0,0
CUST0120,Female,20,Hồ Chí Minh,13826211,Office," 15,000,000 ",6, 54.27 ," 2,910,287 ",2025-02-06,Active,0,0
CUST0121,Female,53,Hà Nội,14308240,Labor," 3,000,000 ",6, 35.83 ," 553,532 ",2025-05-26,Active,0,0
CUST0122,Male,57,Huế,17883766,Freelancer," 15,000,000 ",9, 36.12 ," 1,927,406 ",2025-03-08,Active,0,0
CUST0123,Female,32,Đà Nẵng,21735310,Office," 15,000,000 ",12, 47.61 ," 1,595,270 ",2025-04-22,Active,0,0
CUST0124,Female,49,Bình Dương,10178277,Self-employed," 10,000,000 ",3, 31.52 ," 3,509,957 ",2025-06-26,Active,0,0
CUST0125,Female,41,Huế,27937341,Labor," 3,000,000 ",3, 56.67 ," 1,095,902 ",2025-07-24,Overdue,11,0
CUST0126,Female,47,Bình Dương,26191986,Freelancer," 10,000,000 ",12, 56.52 ," 1,109,875 ",2025-03-31,Active,0,0
CUST0127,Female,46,Đồng Nai,16015472,Self-employed," 20,000,000 ",12, 57.90 ," 2,234,291 ",2025-06-07,Active,0,0
CUST0128,Female,22,Hồ Chí Minh,11565716,Office," 20,000,000 ",6, 51.79 ," 3,854,556 ",2025-07-03,Active,0,0
CUST0129,Female,42,Hồ Chí Minh,22927036,Office," 10,000,000 ",6, 47.55 ," 1,905,290 ",2025-02-10,Overdue,26,0
CUST0130,Male,38,Đồng Nai,8952942,Labor," 15,000,000 ",3, 58.47 ," 5,494,974 ",2025-04-01,Closed,0,0
CUST0131,Male,31,Hà Nội,4580722,Self-employed," 20,000,000 ",12, 38.34 ," 2,032,701 ",2025-02-24,Overdue,53,1
CUST0132,Male,36,Hải Phòng,14568153,Student," 20,000,000 ",9, 41.32 ," 2,622,057 ",2025-05-17,Closed,0,0
CUST0133,Female,55,Hà Nội,17598996,Self-employed," 10,000,000 ",12, 50.01 ," 1,075,902 ",2025-03-29,Active,0,0
CUST0134,Male,39,Bình Dương,19981420,Freelancer," 5,000,000 ",3, 38.94 ," 1,775,984 ",2025-02-27,Overdue,9,0
CUST0135,Male,35,Hồ Chí Minh,17319271,Student," 5,000,000 ",3, 30.19 ," 1,751,222 ",2025-06-01,Active,0,0
CUST0136,Female,38,Bình Dương,26251484,Office," 20,000,000 ",3, 35.09 ," 7,060,300 ",2025-07-02,Closed,0,0
CUST0137,Female,45,Hồ Chí Minh,18173534,Office," 5,000,000 ",9, 48.37 ," 673,410 ",2025-07-21,Active,0,0
CUST0138,Female,41,Đà Nẵng,27176757,Student," 20,000,000 ",9, 52.30 ," 2,733,958 ",2025-04-30,Active,0,0
CUST0139,Female,24,Cần Thơ,7697326,Student," 3,000,000 ",6, 34.96 ," 552,202 ",2025-04-07,Active,0,0
CUST0140,Male,39,Huế,10664804,Student," 20,000,000 ",9, 34.34 ," 2,552,133 ",2025-07-29,Overdue,31,1
CUST0141,Male,46,Cần Thơ,16345087,Labor," 15,000,000 ",9, 32.01 ," 1,896,753 ",2025-03-21,Closed,0,0
CUST0142,Male,22,Hải Phòng,6150631,Labor," 3,000,000 ",3, 32.86 ," 1,055,259 ",2025-06-06,Active,0,0
CUST0143,Male,29,Đà Nẵng,19643210,Self-employed," 5,000,000 ",12, 52.07 ," 543,297 ",2025-05-09,Active,0,0
CUST0144,Male,44,Hải Phòng,29988096,Labor," 15,000,000 ",3, 47.44 ," 5,400,441 ",2025-04-03,Closed,0,0
CUST0145,Female,35,Hồ Chí Minh,18205600,Labor," 20,000,000 ",6, 56.33 ," 3,901,894 ",2025-07-13,Active,0,0
CUST0146,Male,32,Hồ Chí Minh,26633166,Self-employed," 5,000,000 ",3, 32.05 ," 1,756,476 ",2025-05-11,Active,0,0
CUST0147,Female,42,Hà Nội,10026088,Freelancer," 15,000,000 ",6, 57.15 ," 2,932,853 ",2025-07-01,Closed,0,0
CUST0148,Female,39,Hải Phòng,14554155,Self-employed," 20,000,000 ",3, 34.18 ," 7,049,999 ",2025-06-04,Active,0,0
CUST0149,Male,22,Huế,4080619,Student," 3,000,000 ",9, 30.09 ," 376,503 ",2025-06-27,Active,0,0
CUST0150,Female,46,Huế,24036677,Freelancer," 10,000,000 ",9, 42.16 ," 1,315,268 ",2025-03-03,Closed,0,0
CUST0151,Female,21,Đồng Nai,13154879,Freelancer," 20,000,000 ",3, 41.63 ," 7,134,479 ",2025-06-22,Active,0,0
CUST0152,Female,27,Đồng Nai,18773727,Self-employed," 15,000,000 ",6, 35.51 ," 2,765,216 ",2025-02-13,Active,0,0
CUST0153,Male,47,Đà Nẵng,26192624,Self-employed," 5,000,000 ",6, 40.94 ," 935,620 ",2025-05-08,Active,0,0
CUST0154,Female,42,Bình Dương,16444197,Student," 3,000,000 ",12, 45.62 ," 315,988 ",2025-06-04,Closed,0,0
CUST0155,Male,56,Hà Nội,23795517,Office," 20,000,000 ",3, 42.68 ," 7,146,412 ",2025-06-02,Closed,0,0
CUST0156,Female,37,Đà Nẵng,20179261,Student," 15,000,000 ",12, 44.38 ," 1,570,432 ",2025-04-11,Active,0,0
CUST0157,Female,47,Cần Thơ,8976427,Office," 3,000,000 ",12, 57.61 ," 334,684 ",2025-03-27,Active,0,0
CUST0158,Female,35,Đồng Nai,28045256,Office," 10,000,000 ",9, 34.83 ," 1,278,505 ",2025-07-22,Active,0,0
CUST0159,Male,29,Huế,11780263,Self-employed," 20,000,000 ",12, 52.78 ," 2,180,586 ",2025-04-12,Active,0,0
CUST0160,Female,56,Đà Nẵng,7054128,Freelancer," 10,000,000 ",6, 34.25 ," 1,837,062 ",2025-03-19,Overdue,88,1
CUST0161,Male,45,Hà Nội,16885227,Office," 15,000,000 ",3, 30.98 ," 5,260,359 ",2025-04-03,Active,0,0
CUST0162,Female,49,Bình Dương,11554385,Self-employed," 5,000,000 ",9, 35.60 ," 641,171 ",2025-02-06,Active,0,0
CUST0163,Female,60,Hà Nội,6058578,Office," 15,000,000 ",12, 34.59 ," 1,496,381 ",2025-07-14,Closed,0,0
CUST0164,Male,25,Huế,27406935,Student," 20,000,000 ",3, 53.16 ," 7,265,865 ",2025-05-13,Active,0,0
CUST0165,Male,30,Đà Nẵng,6122414,Self-employed," 20,000,000 ",6, 43.92 ," 3,773,113 ",2025-06-25,Active,0,0
CUST0166,Male,49,Hà Nội,4579189,Office," 5,000,000 ",9, 42.92 ," 659,554 ",2025-04-01,Active,0,0
CUST0167,Male,54,Bình Dương,11775685,Office," 5,000,000 ",3, 43.73 ," 1,789,587 ",2025-07-04,Overdue,45,1
CUST0168,Male,38,Hồ Chí Minh,23411363,Office," 5,000,000 ",6, 34.16 ," 918,302 ",2025-07-04,Active,0,0
CUST0169,Female,44,Hải Phòng,25020399,Freelancer," 20,000,000 ",3, 47.99 ," 7,206,856 ",2025-02-17,Active,0,0
CUST0170,Male,27,Hải Phòng,17775855,Student," 10,000,000 ",6, 56.03 ," 1,949,379 ",2025-03-06,Closed,0,0
CUST0171,Male,30,Hải Phòng,23214314,Office," 10,000,000 ",3, 48.70 ," 3,607,475 ",2025-03-21,Closed,0,0
CUST0172,Female,53,Đồng Nai,12019529,Labor," 10,000,000 ",3, 59.19 ," 3,667,442 ",2025-02-27,Overdue,41,1
CUST0173,Female,31,Hải Phòng,22426364,Student," 15,000,000 ",12, 32.42 ," 1,480,220 ",2025-03-06,Active,0,0
CUST0174,Female,42,Huế,7206754,Student," 3,000,000 ",3, 33.60 ," 1,056,515 ",2025-04-25,Closed,0,0
CUST0175,Male,46,Huế,12750115,Student," 3,000,000 ",12, 38.62 ," 305,327 ",2025-04-02,Active,0,0
CUST0176,Male,50,Cần Thơ,26862359,Self-employed," 10,000,000 ",6, 34.00 ," 1,835,790 ",2025-05-05,Closed,0,0
CUST0177,Male,27,Hà Nội,4212838,Labor," 20,000,000 ",3, 54.71 ," 7,283,586 ",2025-03-24,Closed,0,0
CUST0178,Female,41,Cần Thơ,19328199,Self-employed," 15,000,000 ",3, 39.60 ," 5,333,570 ",2025-05-25,Active,0,0
CUST0179,Female,27,Đà Nẵng,18293151,Student," 20,000,000 ",6, 34.45 ," 3,676,159 ",2025-07-29,Active,0,0
CUST0180,Female,50,Đà Nẵng,9769413,Student," 3,000,000 ",3, 56.55 ," 1,095,696 ",2025-03-17,Active,0,0
CUST0181,Male,58,Hồ Chí Minh,14140463,Office," 15,000,000 ",6, 46.30 ," 2,848,245 ",2025-06-25,Active,0,0
CUST0182,Male,20,Huế,28787158,Freelancer," 20,000,000 ",3, 42.01 ," 7,138,797 ",2025-04-09,Active,0,0
CUST0183,Male,32,Đồng Nai,10657788,Labor," 10,000,000 ",6, 39.81 ," 1,865,447 ",2025-06-17,Active,0,0
CUST0184,Male,30,Huế,21217758,Office," 15,000,000 ",9, 56.54 ," 2,083,338 ",2025-07-23,Overdue,1,0
CUST0185,Male,51,Đồng Nai,22800167,Freelancer," 3,000,000 ",9, 50.24 ," 406,918 ",2025-07-12,Active,0,0
CUST0186,Female,52,Đà Nẵng,17018909,Freelancer," 10,000,000 ",3, 52.48 ," 3,629,047 ",2025-02-08,Active,0,0
CUST0187,Male,58,Huế,11786126,Labor," 10,000,000 ",3, 59.37 ," 3,668,473 ",2025-03-06,Closed,0,0
CUST0188,Male,53,Hà Nội,17758046,Office," 20,000,000 ",12, 45.58 ," 2,106,182 ",2025-03-15,Active,0,0
CUST0189,Female,60,Hà Nội,10041781,Freelancer," 15,000,000 ",3, 37.48 ," 5,315,534 ",2025-04-26,Active,0,0
CUST0190,Male,25,Đà Nẵng,10268285,Self-employed," 10,000,000 ",12, 57.50 ," 1,115,036 ",2025-04-20,Active,0,0
CUST0191,Female,41,Đồng Nai,27475500,Office," 5,000,000 ",6, 49.58 ," 957,901 ",2025-04-26,Active,0,0
CUST0192,Male,59,Bình Dương,6392856,Labor," 5,000,000 ",3, 51.01 ," 1,810,326 ",2025-07-29,Active,0,0
CUST0193,Male,25,Hà Nội,16027327,Freelancer," 3,000,000 ",3, 42.92 ," 1,072,371 ",2025-03-06,Active,0,0
CUST0194,Female,49,Hà Nội,9009318,Self-employed," 3,000,000 ",12, 46.59 ," 317,481 ",2025-05-14,Overdue,56,1
CUST0195,Female,47,Hồ Chí Minh,15345527,Office," 5,000,000 ",6, 36.58 ," 924,466 ",2025-07-23,Active,0,0
CUST0196,Male,58,Hồ Chí Minh,24422575,Self-employed," 5,000,000 ",12, 44.74 ," 524,396 ",2025-07-10,Active,0,0
CUST0197,Female,38,Bình Dương,9304322,Labor," 20,000,000 ",9, 54.40 ," 2,755,622 ",2025-07-14,Active,0,0
CUST0198,Male,38,Hồ Chí Minh,11331028,Freelancer," 15,000,000 ",12, 41.04 ," 1,544,959 ",2025-07-07,Active,0,0
CUST0199,Male,54,Cần Thơ,13502243,Self-employed," 10,000,000 ",3, 32.97 ," 3,518,154 ",2025-03-15,Active,0,0
CUST0200,Female,33,Đà Nẵng,6818765,Office," 5,000,000 ",3, 56.62 ," 1,826,360 ",2025-03-30,Closed,0,0
CUST0201,Female,37,Hải Phòng,16100693,Self-employed," 3,000,000 ",9, 42.71 ," 395,414 ",2025-05-23,Active,0,0
CUST0202,Female,52,Hồ Chí Minh,12411445,Labor," 20,000,000 ",6, 55.98 ," 3,898,235 ",2025-02-11,Active,0,0
CUST0203,Male,60,Hà Nội,6039287,Self-employed," 20,000,000 ",3, 32.35 ," 7,029,297 ",2025-02-13,Closed,0,0
